idx,topic,expected,predicted,correct,latency_s
2,Post-money valuation metrics,True,True,True,2.94
3,Post-money valuation metrics,False,True,False,7.7
4,Convertible notes vs SAFE in seed funding,True,True,True,2.65
5,Convertible notes vs SAFE in seed funding,False,True,False,2.36
6,Series A vs Series B funding terms,True,True,True,3.03
7,Series A vs Series B funding terms,False,True,False,2.47
12,Indicators of overvaluation in tech startups,True,True,True,2.77
13,Indicators of overvaluation in tech startups,False,False,True,11.18
16,Evaluating product-market fit in early-stage companies,True,True,True,2.73
17,Evaluating product-market fit in early-stage companies,False,False,True,9.63
22,Navigating regulatory challenges for fintech startups,True,True,True,3.69
23,Navigating regulatory challenges for fintech startups,False,True,False,5.99
28,Revenue forecasting methods for startups,True,True,True,2.25
29,Revenue forecasting methods for startups,False,True,False,2.7
30,Due diligence checklists for early-stage investments,True,True,True,2.56
31,Due diligence checklists for early-stage investments,False,False,True,9.42
34,Exit strategies for SaaS companies,True,True,True,5.63
35,Exit strategies for SaaS companies,False,True,False,3.4
40,Pattern recognition in tech market cycles,True,True,True,3.33
41,Pattern recognition in tech market cycles,False,True,False,4.22
42,Impact of interest rates on VC funding,True,True,True,2.54
43,Impact of interest rates on VC funding,False,True,False,2.86
46,Identifying financial bubbles in tech,True,True,True,3.77
47,Identifying financial bubbles in tech,False,True,False,2.91
48,Role of angel investors in seed stage,True,True,True,3.18
49,Role of angel investors in seed stage,False,True,False,3.11
52,Evaluating founder potential and team dynamics,True,True,True,3.2
53,Evaluating founder potential and team dynamics,False,True,False,2.14
54,Impact of ESG criteria on startup evaluations,True,True,True,2.86
55,Impact of ESG criteria on startup evaluations,False,True,False,2.51
58,Valuation strategies for AI companies,True,True,True,2.59
59,Valuation strategies for AI companies,False,True,False,2.77
64,Understanding equity dilution in funding rounds,True,True,True,3.04
65,Understanding equity dilution in funding rounds,False,True,False,2.13
72,Analyzing churn rate in subscription-based models,True,True,True,2.59
73,Analyzing churn rate in subscription-based models,False,True,False,2.46
74,Pricing strategies for tech startups,True,True,True,3.18
75,Pricing strategies for tech startups,False,True,False,3.14
76,Impact of network effects on startup growth,True,True,True,4.2
77,Impact of network effects on startup growth,False,True,False,3.41
82,Importance of intellectual property in tech valuations,True,True,True,2.47
83,Importance of intellectual property in tech valuations,False,True,False,2.68
86,Customer acquisition cost optimization,True,True,True,4.19
87,Customer acquisition cost optimization,False,False,True,12.0
92,Effective board management in startups,True,True,True,2.96
93,Effective board management in startups,False,True,False,2.65
96,Analyzing exit trends in the tech industry,True,True,True,3.04
97,Analyzing exit trends in the tech industry,False,False,True,8.59
102,Navigating antitrust issues in tech mergers,True,True,True,2.86
103,Navigating antitrust issues in tech mergers,False,True,False,2.99
104,Financial projections for hardware startups,True,True,True,3.25
105,Financial projections for hardware startups,False,False,True,12.54
114,Syndication dynamics in venture capital,True,True,True,3.36
115,Syndication dynamics in venture capital,False,True,False,2.38
116,Real options analysis in startup investments,True,True,True,2.57
117,Real options analysis in startup investments,False,True,False,4.98
118,Measuring unit economics in SaaS businesses,True,True,True,2.85
119,Measuring unit economics in SaaS businesses,False,False,True,21.47
120,Assessing scale potential in platform businesses,True,True,True,3.06
121,Assessing scale potential in platform businesses,False,False,True,10.13
126,Impact of currency fluctuations on global startup evaluations,True,True,True,2.85
127,Impact of currency fluctuations on global startup evaluations,False,True,False,3.37
130,Understanding customer segmentation in tech startups,True,True,True,3.14
131,Understanding customer segmentation in tech startups,False,True,False,3.06
138,Convergence trends in telecom and tech,True,True,True,3.45
139,Convergence trends in telecom and tech,False,True,False,6.18
142,Use of special purpose acquisition companies (SPACs) in tech,True,True,True,2.39
143,Use of special purpose acquisition companies (SPACs) in tech,False,False,True,9.99
144,Effect of remote work trends on startup operations,True,True,True,3.92
145,Effect of remote work trends on startup operations,False,True,False,3.15
148,Key success metrics for D2C tech startups,True,False,False,6.16
149,Key success metrics for D2C tech startups,False,False,True,10.39
150,Valuation challenges for biotech startups,True,True,True,2.66
151,Valuation challenges for biotech startups,False,False,True,10.14
152,Impact of cybersecurity incidents on valuations,True,True,True,2.75
153,Impact of cybersecurity incidents on valuations,False,True,False,4.42
154,Importance of founder-market fit,True,True,True,2.91
155,Importance of founder-market fit,False,True,False,2.74
156,Platform dependency risks in SaaS businesses,True,True,True,2.24
157,Platform dependency risks in SaaS businesses,False,True,False,2.3
