idx,topic,expected,predicted,correct,latency_s
0,Pre-money valuation techniques,True,True,True,2.84
1,Pre-money valuation techniques,False,True,False,2.52
6,Series A vs Series B funding terms,True,True,True,2.3
7,Series A vs Series B funding terms,False,False,True,4.0
8,Understanding liquidation preferences in VC deals,True,True,True,2.39
9,Understanding liquidation preferences in VC deals,False,True,False,3.62
10,Identifying tech bubble warning signs,True,True,True,2.29
11,Identifying tech bubble warning signs,False,True,False,3.0
12,Indicators of overvaluation in tech startups,True,True,True,2.85
13,Indicators of overvaluation in tech startups,False,False,True,5.85
14,Strategies for startup business model pivots,True,True,True,2.97
15,Strategies for startup business model pivots,False,True,False,2.26
16,Evaluating product-market fit in early-stage companies,True,True,True,2.55
17,Evaluating product-market fit in early-stage companies,False,False,True,4.53
18,Market timing for tech startups entering competitive spaces,True,True,True,2.9
19,Market timing for tech startups entering competitive spaces,False,False,True,4.31
22,Navigating regulatory challenges for fintech startups,True,True,True,2.24
23,Navigating regulatory challenges for fintech startups,False,True,False,2.28
28,Revenue forecasting methods for startups,True,True,True,3.22
29,Revenue forecasting methods for startups,False,True,False,3.99
38,M&A strategies in the tech sector,True,True,True,2.0
39,M&A strategies in the tech sector,False,False,True,3.06
46,Identifying financial bubbles in tech,True,True,True,2.49
47,Identifying financial bubbles in tech,False,True,False,2.32
48,Role of angel investors in seed stage,True,True,True,2.35
49,Role of angel investors in seed stage,False,True,False,2.87
50,Differences between venture debt and equity funding,True,True,True,4.09
51,Differences between venture debt and equity funding,False,True,False,3.89
68,Valuing intangible assets in tech startups,True,True,True,1.87
69,Valuing intangible assets in tech startups,False,True,False,2.61
70,Assessing competitive advantage in deep tech,True,True,True,2.03
71,Assessing competitive advantage in deep tech,False,True,False,4.2
76,Impact of network effects on startup growth,True,True,True,2.8
77,Impact of network effects on startup growth,False,True,False,2.94
78,Economies of scale in tech business models,True,True,True,4.61
79,Economies of scale in tech business models,False,True,False,2.74
84,Assessing market traction using KPIs,True,True,True,5.22
85,Assessing market traction using KPIs,False,False,True,5.22
88,Lifetime value calculation methods for startups,True,True,True,3.73
89,Lifetime value calculation methods for startups,False,False,True,6.35
92,Effective board management in startups,True,True,True,1.88
93,Effective board management in startups,False,True,False,2.57
94,Role of incubators and accelerators in tech ecosystems,True,True,True,2.37
95,Role of incubators and accelerators in tech ecosystems,False,True,False,2.01
96,Analyzing exit trends in the tech industry,True,True,True,2.58
97,Analyzing exit trends in the tech industry,False,False,True,9.1
100,Assessing disruption potential in mature industries,True,True,True,4.62
101,Assessing disruption potential in mature industries,False,True,False,2.76
106,Impact of public market trends on startup exits,True,True,True,6.17
107,Impact of public market trends on startup exits,False,True,False,2.6
110,Valuation discrepancies in private vs public markets,True,True,True,2.08
111,Valuation discrepancies in private vs public markets,False,True,False,2.42
112,Tech sector sensitivity to regulatory changes,True,True,True,2.51
113,Tech sector sensitivity to regulatory changes,False,True,False,4.04
114,Syndication dynamics in venture capital,True,True,True,4.97
115,Syndication dynamics in venture capital,False,False,True,4.57
116,Real options analysis in startup investments,True,True,True,3.39
117,Real options analysis in startup investments,False,True,False,3.38
118,Measuring unit economics in SaaS businesses,True,True,True,2.48
119,Measuring unit economics in SaaS businesses,False,True,False,2.84
128,Strategic partnership evaluations in tech,True,True,True,3.85
129,Strategic partnership evaluations in tech,False,False,True,4.13
130,Understanding customer segmentation in tech startups,True,True,True,2.77
131,Understanding customer segmentation in tech startups,False,True,False,2.13
134,IPO valuation debacles in recent history,True,True,True,5.51
135,IPO valuation debacles in recent history,False,False,True,6.06
136,Importance of network security compliance,True,True,True,2.89
137,Importance of network security compliance,False,False,True,5.01
140,Valuation implications of tech stack choices,True,True,True,2.94
141,Valuation implications of tech stack choices,False,True,False,3.66
144,Effect of remote work trends on startup operations,True,True,True,3.19
145,Effect of remote work trends on startup operations,False,True,False,3.11
146,Market saturation risks in mature tech markets,True,True,True,2.64
147,Market saturation risks in mature tech markets,False,False,True,14.63
150,Valuation challenges for biotech startups,True,True,True,3.0
151,Valuation challenges for biotech startups,False,False,True,5.08
152,Impact of cybersecurity incidents on valuations,True,True,True,2.05
153,Impact of cybersecurity incidents on valuations,False,True,False,2.29
156,Platform dependency risks in SaaS businesses,True,True,True,2.24
157,Platform dependency risks in SaaS businesses,False,True,False,2.15
