idx,topic,expected,predicted,correct,latency_s
0,Pre-money valuation techniques,True,True,True,4.0
1,Pre-money valuation techniques,False,True,False,2.94
6,Series A vs Series B funding terms,True,True,True,3.62
7,Series A vs Series B funding terms,False,True,False,3.09
8,Understanding liquidation preferences in VC deals,True,True,True,2.95
9,Understanding liquidation preferences in VC deals,False,True,False,3.51
10,Identifying tech bubble warning signs,True,True,True,4.83
11,Identifying tech bubble warning signs,False,True,False,2.89
12,Indicators of overvaluation in tech startups,True,True,True,2.92
13,Indicators of overvaluation in tech startups,False,False,True,11.23
14,Strategies for startup business model pivots,True,True,True,4.55
15,Strategies for startup business model pivots,False,True,False,3.74
16,Evaluating product-market fit in early-stage companies,True,True,True,3.55
17,Evaluating product-market fit in early-stage companies,False,False,True,9.46
18,Market timing for tech startups entering competitive spaces,True,True,True,4.98
19,Market timing for tech startups entering competitive spaces,False,False,True,9.53
22,Navigating regulatory challenges for fintech startups,True,True,True,3.57
23,Navigating regulatory challenges for fintech startups,False,True,False,3.7
28,Revenue forecasting methods for startups,True,True,True,2.82
29,Revenue forecasting methods for startups,False,True,False,2.74
38,M&A strategies in the tech sector,True,True,True,3.74
39,M&A strategies in the tech sector,False,True,False,3.38
46,Identifying financial bubbles in tech,True,True,True,3.11
47,Identifying financial bubbles in tech,False,True,False,2.9
48,Role of angel investors in seed stage,True,True,True,2.19
49,Role of angel investors in seed stage,False,True,False,10.18
50,Differences between venture debt and equity funding,True,True,True,7.81
51,Differences between venture debt and equity funding,False,True,False,3.35
68,Valuing intangible assets in tech startups,True,True,True,7.74
69,Valuing intangible assets in tech startups,False,True,False,2.96
70,Assessing competitive advantage in deep tech,True,True,True,2.81
71,Assessing competitive advantage in deep tech,False,False,True,8.34
76,Impact of network effects on startup growth,True,True,True,3.68
77,Impact of network effects on startup growth,False,True,False,2.76
78,Economies of scale in tech business models,True,True,True,6.28
79,Economies of scale in tech business models,False,True,False,2.54
84,Assessing market traction using KPIs,True,True,True,2.46
85,Assessing market traction using KPIs,False,True,False,2.89
88,Lifetime value calculation methods for startups,True,True,True,3.06
89,Lifetime value calculation methods for startups,False,False,True,13.18
92,Effective board management in startups,True,True,True,2.67
93,Effective board management in startups,False,True,False,2.76
94,Role of incubators and accelerators in tech ecosystems,True,True,True,3.74
95,Role of incubators and accelerators in tech ecosystems,False,True,False,3.0
96,Analyzing exit trends in the tech industry,True,True,True,4.99
97,Analyzing exit trends in the tech industry,False,False,True,11.19
100,Assessing disruption potential in mature industries,True,False,False,16.09
101,Assessing disruption potential in mature industries,False,True,False,3.31
106,Impact of public market trends on startup exits,True,True,True,3.97
107,Impact of public market trends on startup exits,False,True,False,3.9
110,Valuation discrepancies in private vs public markets,True,True,True,3.11
111,Valuation discrepancies in private vs public markets,False,True,False,3.98
112,Tech sector sensitivity to regulatory changes,True,True,True,3.49
113,Tech sector sensitivity to regulatory changes,False,True,False,2.98
114,Syndication dynamics in venture capital,True,True,True,2.39
115,Syndication dynamics in venture capital,False,False,True,11.64
116,Real options analysis in startup investments,True,True,True,2.88
117,Real options analysis in startup investments,False,False,True,9.9
118,Measuring unit economics in SaaS businesses,True,True,True,3.54
119,Measuring unit economics in SaaS businesses,False,False,True,18.56
128,Strategic partnership evaluations in tech,True,True,True,2.85
129,Strategic partnership evaluations in tech,False,False,True,13.18
130,Understanding customer segmentation in tech startups,True,True,True,2.9
131,Understanding customer segmentation in tech startups,False,True,False,3.86
134,IPO valuation debacles in recent history,True,True,True,2.44
135,IPO valuation debacles in recent history,False,False,True,16.88
136,Importance of network security compliance,True,True,True,3.05
137,Importance of network security compliance,False,False,True,11.1
140,Valuation implications of tech stack choices,True,True,True,3.13
141,Valuation implications of tech stack choices,False,True,False,3.09
144,Effect of remote work trends on startup operations,True,True,True,4.96
145,Effect of remote work trends on startup operations,False,True,False,3.79
146,Market saturation risks in mature tech markets,True,True,True,2.62
147,Market saturation risks in mature tech markets,False,True,False,2.48
150,Valuation challenges for biotech startups,True,True,True,3.19
151,Valuation challenges for biotech startups,False,False,True,15.91
152,Impact of cybersecurity incidents on valuations,True,True,True,16.41
153,Impact of cybersecurity incidents on valuations,False,False,True,10.9
156,Platform dependency risks in SaaS businesses,True,True,True,4.48
157,Platform dependency risks in SaaS businesses,False,True,False,4.59
