idx,topic,expected,predicted,correct,latency_s
0,Pre-money valuation techniques,True,True,True,15.64
1,Pre-money valuation techniques,False,True,False,2.63
4,Convertible notes vs SAFE in seed funding,True,True,True,2.71
5,Convertible notes vs SAFE in seed funding,False,True,False,2.72
6,Series A vs Series B funding terms,True,True,True,4.15
7,Series A vs Series B funding terms,False,True,False,3.16
10,Identifying tech bubble warning signs,True,True,True,2.48
11,Identifying tech bubble warning signs,False,True,False,3.0
14,Strategies for startup business model pivots,True,True,True,4.44
15,Strategies for startup business model pivots,False,True,False,3.25
20,Competitive dynamics in tech sectors,True,True,True,2.78
21,Competitive dynamics in tech sectors,False,False,True,15.03
22,Navigating regulatory challenges for fintech startups,True,True,True,3.76
23,Navigating regulatory challenges for fintech startups,False,True,False,5.09
24,Data privacy compliance for health tech,True,True,True,2.62
25,Data privacy compliance for health tech,False,True,False,2.68
34,Exit strategies for SaaS companies,True,True,True,2.77
35,Exit strategies for SaaS companies,False,True,False,6.99
42,Impact of interest rates on VC funding,True,True,True,2.95
43,Impact of interest rates on VC funding,False,True,False,3.71
50,Differences between venture debt and equity funding,True,True,True,3.67
51,Differences between venture debt and equity funding,False,True,False,3.17
54,Impact of ESG criteria on startup evaluations,True,True,True,3.23
55,Impact of ESG criteria on startup evaluations,False,True,False,4.92
56,Blockchain and crypto startup valuation methods,True,True,True,2.66
57,Blockchain and crypto startup valuation methods,False,False,True,15.26
60,Investment risk assessment in tech startups,True,True,True,2.6
61,Investment risk assessment in tech startups,False,False,True,13.68
64,Understanding equity dilution in funding rounds,True,True,True,5.84
65,Understanding equity dilution in funding rounds,False,True,False,3.78
66,Strategies for negotiating term sheets,True,True,True,2.79
67,Strategies for negotiating term sheets,False,True,False,3.39
68,Valuing intangible assets in tech startups,True,True,True,3.04
69,Valuing intangible assets in tech startups,False,True,False,3.35
70,Assessing competitive advantage in deep tech,True,True,True,2.75
71,Assessing competitive advantage in deep tech,False,True,False,3.35
72,Analyzing churn rate in subscription-based models,True,True,True,2.52
73,Analyzing churn rate in subscription-based models,False,False,True,5.56
76,Impact of network effects on startup growth,True,True,True,3.22
77,Impact of network effects on startup growth,False,True,False,3.92
78,Economies of scale in tech business models,True,True,True,3.12
79,Economies of scale in tech business models,False,True,False,2.73
80,Regulatory impacts on AI and machine learning companies,True,True,True,2.44
81,Regulatory impacts on AI and machine learning companies,False,False,True,11.53
82,Importance of intellectual property in tech valuations,True,True,True,7.28
83,Importance of intellectual property in tech valuations,False,True,False,2.72
84,Assessing market traction using KPIs,True,True,True,3.6
85,Assessing market traction using KPIs,False,True,False,2.63
92,Effective board management in startups,True,True,True,6.15
93,Effective board management in startups,False,False,True,9.48
94,Role of incubators and accelerators in tech ecosystems,True,True,True,3.32
95,Role of incubators and accelerators in tech ecosystems,False,True,False,2.84
96,Analyzing exit trends in the tech industry,True,True,True,3.0
97,Analyzing exit trends in the tech industry,False,False,True,9.02
98,Forecasting market entry for tech innovations,True,True,True,2.86
99,Forecasting market entry for tech innovations,False,False,True,6.03
100,Assessing disruption potential in mature industries,True,True,True,2.78
101,Assessing disruption potential in mature industries,False,True,False,2.97
104,Financial projections for hardware startups,True,True,True,3.49
105,Financial projections for hardware startups,False,False,True,17.62
108,Capital efficiency metrics for startups,True,True,True,2.74
109,Capital efficiency metrics for startups,False,True,False,2.87
110,Valuation discrepancies in private vs public markets,True,True,True,2.45
111,Valuation discrepancies in private vs public markets,False,False,True,9.67
112,Tech sector sensitivity to regulatory changes,True,True,True,2.69
113,Tech sector sensitivity to regulatory changes,False,True,False,2.77
114,Syndication dynamics in venture capital,True,True,True,3.37
115,Syndication dynamics in venture capital,False,True,False,3.17
122,Evaluating pivot strategies in startups,True,True,True,2.56
123,Evaluating pivot strategies in startups,False,False,True,5.51
132,Seed round valuation impacts on series progression,True,True,True,2.97
133,Seed round valuation impacts on series progression,False,False,True,18.36
134,IPO valuation debacles in recent history,True,True,True,4.17
135,IPO valuation debacles in recent history,False,True,False,2.39
136,Importance of network security compliance,True,True,True,2.72
137,Importance of network security compliance,False,False,True,9.25
146,Market saturation risks in mature tech markets,True,True,True,2.65
147,Market saturation risks in mature tech markets,False,False,True,14.08
152,Impact of cybersecurity incidents on valuations,True,True,True,7.75
153,Impact of cybersecurity incidents on valuations,False,True,False,2.93
