idx,topic,expected,predicted,correct,latency_s
2,Post-money valuation metrics,True,True,True,36.29
3,Post-money valuation metrics,False,False,True,35.32
4,Convertible notes vs SAFE in seed funding,True,True,True,31.44
5,Convertible notes vs SAFE in seed funding,False,False,True,36.09
6,Series A vs Series B funding terms,True,True,True,34.03
7,Series A vs Series B funding terms,False,True,False,41.26
12,Indicators of overvaluation in tech startups,True,True,True,32.71
13,Indicators of overvaluation in tech startups,False,False,True,51.31
16,Evaluating product-market fit in early-stage companies,True,True,True,33.34
17,Evaluating product-market fit in early-stage companies,False,False,True,38.93
22,Navigating regulatory challenges for fintech startups,True,True,True,30.19
23,Navigating regulatory challenges for fintech startups,False,True,False,29.24
28,Revenue forecasting methods for startups,True,True,True,32.48
29,Revenue forecasting methods for startups,False,True,False,33.9
30,Due diligence checklists for early-stage investments,True,True,True,33.52
31,Due diligence checklists for early-stage investments,False,False,True,33.4
34,Exit strategies for SaaS companies,True,True,True,31.33
35,Exit strategies for SaaS companies,False,False,True,28.67
40,Pattern recognition in tech market cycles,True,True,True,38.36
41,Pattern recognition in tech market cycles,False,True,False,40.7
42,Impact of interest rates on VC funding,True,True,True,35.96
43,Impact of interest rates on VC funding,False,False,True,31.68
46,Identifying financial bubbles in tech,True,True,True,37.1
47,Identifying financial bubbles in tech,False,False,True,31.43
48,Role of angel investors in seed stage,True,True,True,40.78
49,Role of angel investors in seed stage,False,True,False,44.23
52,Evaluating founder potential and team dynamics,True,True,True,27.62
53,Evaluating founder potential and team dynamics,False,False,True,32.91
54,Impact of ESG criteria on startup evaluations,True,True,True,42.75
55,Impact of ESG criteria on startup evaluations,False,True,False,36.11
58,Valuation strategies for AI companies,True,True,True,43.18
59,Valuation strategies for AI companies,False,True,False,41.73
64,Understanding equity dilution in funding rounds,True,True,True,32.08
65,Understanding equity dilution in funding rounds,False,True,False,40.03
72,Analyzing churn rate in subscription-based models,True,True,True,33.91
73,Analyzing churn rate in subscription-based models,False,,,43.31
74,Pricing strategies for tech startups,True,True,True,68.76
75,Pricing strategies for tech startups,False,True,False,29.37
76,Impact of network effects on startup growth,True,,,43.31
77,Impact of network effects on startup growth,False,True,False,73.99
82,Importance of intellectual property in tech valuations,True,True,True,37.29
83,Importance of intellectual property in tech valuations,False,True,False,32.64
86,Customer acquisition cost optimization,True,True,True,35.07
87,Customer acquisition cost optimization,False,True,False,39.11
92,Effective board management in startups,True,True,True,32.42
93,Effective board management in startups,False,True,False,31.2
96,Analyzing exit trends in the tech industry,True,True,True,33.79
97,Analyzing exit trends in the tech industry,False,True,False,28.9
102,Navigating antitrust issues in tech mergers,True,True,True,25.88
103,Navigating antitrust issues in tech mergers,False,True,False,33.39
104,Financial projections for hardware startups,True,True,True,30.84
105,Financial projections for hardware startups,False,False,True,30.7
114,Syndication dynamics in venture capital,True,True,True,33.08
115,Syndication dynamics in venture capital,False,False,True,36.09
116,Real options analysis in startup investments,True,True,True,52.33
117,Real options analysis in startup investments,False,True,False,37.07
118,Measuring unit economics in SaaS businesses,True,True,True,42.07
119,Measuring unit economics in SaaS businesses,False,False,True,38.39
120,Assessing scale potential in platform businesses,True,False,False,43.32
121,Assessing scale potential in platform businesses,False,True,False,41.42
126,Impact of currency fluctuations on global startup evaluations,True,True,True,29.95
127,Impact of currency fluctuations on global startup evaluations,False,True,False,35.29
130,Understanding customer segmentation in tech startups,True,True,True,34.64
131,Understanding customer segmentation in tech startups,False,True,False,43.03
138,Convergence trends in telecom and tech,True,True,True,34.89
139,Convergence trends in telecom and tech,False,True,False,35.21
142,Use of special purpose acquisition companies (SPACs) in tech,True,True,True,42.2
143,Use of special purpose acquisition companies (SPACs) in tech,False,False,True,35.02
144,Effect of remote work trends on startup operations,True,True,True,35.6
145,Effect of remote work trends on startup operations,False,True,False,33.86
148,Key success metrics for D2C tech startups,True,True,True,38.48
149,Key success metrics for D2C tech startups,False,True,False,34.85
150,Valuation challenges for biotech startups,True,True,True,27.39
151,Valuation challenges for biotech startups,False,True,False,30.0
152,Impact of cybersecurity incidents on valuations,True,,,42.64
153,Impact of cybersecurity incidents on valuations,False,True,False,75.6
154,Importance of founder-market fit,True,True,True,47.87
155,Importance of founder-market fit,False,False,True,36.47
156,Platform dependency risks in SaaS businesses,True,True,True,33.07
157,Platform dependency risks in SaaS businesses,False,False,True,32.58
