idx,topic,expected,predicted,correct,latency_s
2,Post-money valuation metrics,True,True,True,29.41
3,Post-money valuation metrics,False,False,True,37.36
4,Convertible notes vs SAFE in seed funding,True,True,True,35.65
5,Convertible notes vs SAFE in seed funding,False,False,True,40.75
6,Series A vs Series B funding terms,True,True,True,32.25
7,Series A vs Series B funding terms,False,True,False,34.1
12,Indicators of overvaluation in tech startups,True,True,True,32.15
13,Indicators of overvaluation in tech startups,False,True,False,33.28
16,Evaluating product-market fit in early-stage companies,True,True,True,39.49
17,Evaluating product-market fit in early-stage companies,False,,,42.99
22,Navigating regulatory challenges for fintech startups,True,,,37.76
23,Navigating regulatory challenges for fintech startups,False,,,38.44
28,Revenue forecasting methods for startups,True,,,37.74
29,Revenue forecasting methods for startups,False,True,False,42.35
30,Due diligence checklists for early-stage investments,True,True,True,38.44
31,Due diligence checklists for early-stage investments,False,False,True,30.36
34,Exit strategies for SaaS companies,True,True,True,43.18
35,Exit strategies for SaaS companies,False,False,True,36.34
40,Pattern recognition in tech market cycles,True,True,True,38.79
41,Pattern recognition in tech market cycles,False,True,False,34.46
42,Impact of interest rates on VC funding,True,True,True,36.14
43,Impact of interest rates on VC funding,False,True,False,28.54
46,Identifying financial bubbles in tech,True,True,True,33.62
47,Identifying financial bubbles in tech,False,True,False,38.13
48,Role of angel investors in seed stage,True,True,True,33.33
49,Role of angel investors in seed stage,False,True,False,28.65
52,Evaluating founder potential and team dynamics,True,True,True,28.67
53,Evaluating founder potential and team dynamics,False,True,False,28.78
54,Impact of ESG criteria on startup evaluations,True,True,True,30.51
55,Impact of ESG criteria on startup evaluations,False,True,False,28.81
58,Valuation strategies for AI companies,True,True,True,31.24
59,Valuation strategies for AI companies,False,True,False,38.41
64,Understanding equity dilution in funding rounds,True,True,True,31.78
65,Understanding equity dilution in funding rounds,False,True,False,37.67
72,Analyzing churn rate in subscription-based models,True,True,True,30.45
73,Analyzing churn rate in subscription-based models,False,True,False,32.16
74,Pricing strategies for tech startups,True,True,True,33.64
75,Pricing strategies for tech startups,False,True,False,34.16
76,Impact of network effects on startup growth,True,True,True,29.31
77,Impact of network effects on startup growth,False,True,False,35.53
82,Importance of intellectual property in tech valuations,True,True,True,39.83
83,Importance of intellectual property in tech valuations,False,True,False,33.46
86,Customer acquisition cost optimization,True,True,True,49.5
87,Customer acquisition cost optimization,False,False,True,33.28
92,Effective board management in startups,True,True,True,24.91
93,Effective board management in startups,False,True,False,3880.78
96,Analyzing exit trends in the tech industry,True,True,True,37.96
97,Analyzing exit trends in the tech industry,False,False,True,27.54
102,Navigating antitrust issues in tech mergers,True,True,True,29.1
103,Navigating antitrust issues in tech mergers,False,True,False,37.46
104,Financial projections for hardware startups,True,True,True,26.19
105,Financial projections for hardware startups,False,False,True,35.33
114,Syndication dynamics in venture capital,True,True,True,27.78
115,Syndication dynamics in venture capital,False,False,True,30.7
116,Real options analysis in startup investments,True,True,True,34.74
117,Real options analysis in startup investments,False,True,False,46.46
118,Measuring unit economics in SaaS businesses,True,True,True,31.76
119,Measuring unit economics in SaaS businesses,False,False,True,32.22
120,Assessing scale potential in platform businesses,True,True,True,41.01
121,Assessing scale potential in platform businesses,False,False,True,28.84
126,Impact of currency fluctuations on global startup evaluations,True,True,True,58.05
127,Impact of currency fluctuations on global startup evaluations,False,True,False,31.61
130,Understanding customer segmentation in tech startups,True,True,True,32.22
131,Understanding customer segmentation in tech startups,False,True,False,35.32
138,Convergence trends in telecom and tech,True,True,True,30.56
139,Convergence trends in telecom and tech,False,True,False,33.19
142,Use of special purpose acquisition companies (SPACs) in tech,True,True,True,2777.06
143,Use of special purpose acquisition companies (SPACs) in tech,False,False,True,35.72
144,Effect of remote work trends on startup operations,True,True,True,39.85
145,Effect of remote work trends on startup operations,False,True,False,47.46
148,Key success metrics for D2C tech startups,True,True,True,37.52
149,Key success metrics for D2C tech startups,False,False,True,41.36
150,Valuation challenges for biotech startups,True,True,True,29.18
151,Valuation challenges for biotech startups,False,False,True,32.98
152,Impact of cybersecurity incidents on valuations,True,True,True,39.64
153,Impact of cybersecurity incidents on valuations,False,True,False,46.19
154,Importance of founder-market fit,True,True,True,33.78
155,Importance of founder-market fit,False,False,True,38.58
156,Platform dependency risks in SaaS businesses,True,True,True,30.88
157,Platform dependency risks in SaaS businesses,False,False,True,29.59
